Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,1.2589285373687744,1.3392857313156128,1.25,1.3303571939468384,1.0846763849258423,45799600
1990-01-03,1.3571428060531616,1.3571428060531616,1.3392857313156128,1.3392857313156128,1.0919560194015503,51998800
1990-01-04,1.3660714626312256,1.3839285373687744,1.3303571939468384,1.34375,1.0955959558486938,55378400
1990-01-05,1.3482142686843872,1.3660714626312256,1.3214285373687744,1.3482142686843872,1.0992358922958374,30828000
1990-01-08,1.3392857313156128,1.3571428060531616,1.3214285373687744,1.3571428060531616,1.1065155267715454,25393200
1990-01-09,1.3571428060531616,1.3571428060531616,1.3214285373687744,1.34375,1.0955959558486938,21534800
1990-01-10,1.34375,1.34375,1.2767857313156128,1.2857142686843872,1.0482776165008545,49929600
1990-01-11,1.2946428060531616,1.2946428060531616,1.2321428060531616,1.2321428060531616,1.0045998096466064,52763200
1990-01-12,1.2232142686843872,1.2410714626312256,1.2053571939468384,1.2321428060531616,1.0045998096466064,42974400
1990-01-15,1.2321428060531616,1.2767857313156128,1.2232142686843872,1.2232142686843872,0.997319757938385,40434800
1990-01-16,1.1964285373687744,1.25,1.1696428060531616,1.2455357313156128,1.015519380569458,53561200
1990-01-17,1.2410714626312256,1.2410714626312256,1.1785714626312256,1.1875,0.9682009220123291,49324800
1990-01-18,1.1785714626312256,1.1964285373687744,1.1517857313156128,1.15625,0.9427224397659302,68322800
1990-01-19,1.2053571939468384,1.2321428060531616,1.1964285373687744,1.2232142686843872,0.997319757938385,66284400
1990-01-22,1.2142857313156128,1.2321428060531616,1.1875,1.1875,0.9682009220123291,36402800
1990-01-23,1.2053571939468384,1.2232142686843872,1.1785714626312256,1.2053571939468384,0.9827609658241272,35218400
1990-01-24,1.1607142686843872,1.2232142686843872,1.1517857313156128,1.2142857313156128,0.9900406002998352,42448000
1990-01-25,1.2232142686843872,1.2410714626312256,1.2142857313156128,1.21875,0.9936798810958862,27885200
1990-01-26,1.2142857313156128,1.2142857313156128,1.1517857313156128,1.1696428060531616,0.9536418914794922,45312400
1990-01-29,1.1785714626312256,1.1964285373687744,1.1473214626312256,1.1875,0.9682009220123291,29982400
1990-01-30,1.1875,1.2321428060531616,1.1785714626312256,1.2142857313156128,0.9900406002998352,29111600
1990-01-31,1.2321428060531616,1.2410714626312256,1.1785714626312256,1.2142857313156128,0.9900406002998352,35985600
1990-02-01,1.2321428060531616,1.2366071939468384,1.1964285373687744,1.2008928060531616,0.9791207313537598,29268400
1990-02-02,1.1875,1.2410714626312256,1.1875,1.2232142686843872,0.997319757938385,29618400
1990-02-05,1.2232142686843872,1.2589285373687744,1.2142857313156128,1.25,1.0191590785980225,25438000
1990-02-06,1.2410714626312256,1.25,1.2142857313156128,1.2410714626312256,1.0118790864944458,18480000
1990-02-07,1.1785714626312256,1.2142857313156128,1.1607142686843872,1.1875,0.9682009220123291,78111600
1990-02-08,1.1875,1.1964285373687744,1.1517857313156128,1.1785714626312256,0.9609214067459106,46659200
1990-02-09,1.1964285373687744,1.2321428060531616,1.1875,1.2232142686843872,0.997319757938385,42019600
1990-02-12,1.2232142686843872,1.2321428060531616,1.2053571939468384,1.2142857313156128,0.9900406002998352,18729200
1990-02-13,1.2142857313156128,1.25,1.2053571939468384,1.2321428060531616,1.0045998096466064,25541600
1990-02-14,1.2321428060531616,1.2410714626312256,1.2053571939468384,1.2232142686843872,0.997319757938385,24015600
1990-02-15,1.2053571939468384,1.2232142686843872,1.1964285373687744,1.2232142686843872,0.997319757938385,24491600
1990-02-16,1.2232142686843872,1.2321428060531616,1.2053571939468384,1.2053571939468384,0.9859287142753601,31802400
1990-02-20,1.1964285373687744,1.2053571939468384,1.1785714626312256,1.1964285373687744,0.9786248207092285,30811200
1990-02-21,1.1696428060531616,1.2232142686843872,1.1607142686843872,1.2142857313156128,0.9932317137718201,43976800
1990-02-22,1.2142857313156128,1.2321428060531616,1.1785714626312256,1.1785714626312256,0.9640186429023743,48795600
1990-02-23,1.1696428060531616,1.1964285373687744,1.1696428060531616,1.1875,0.971321702003479,37489200
1990-02-26,1.1785714626312256,1.2232142686843872,1.1785714626312256,1.2142857313156128,0.9932317137718201,19902400
1990-02-27,1.2142857313156128,1.2232142686843872,1.1964285373687744,1.1964285373687744,0.9786248207092285,18488400
1990-02-28,1.1964285373687744,1.2142857313156128,1.1875,1.2142857313156128,0.9932317137718201,27333600
1990-03-01,1.1964285373687744,1.2410714626312256,1.1875,1.2232142686843872,1.0005342960357666,50974000
1990-03-02,1.1964285373687744,1.2410714626312256,1.1875,1.2053571939468384,0.9859287142753601,26224800
1990-03-05,1.1964285373687744,1.2410714626312256,1.1964285373687744,1.2321428060531616,1.0078380107879639,45617600
1990-03-06,1.25,1.2589285373687744,1.2321428060531616,1.2589285373687744,1.0297467708587646,39004000
1990-03-07,1.25,1.2857142686843872,1.25,1.2633928060531616,1.0333987474441528,51055200
1990-03-08,1.2767857313156128,1.3214285373687744,1.25,1.3125,1.0735664367675781,55960800
